ts,v0
2018-08-07T01,23884.991431 kBTU
2018-08-07T01,23778.362004968752 kBTU
2018-08-07T01,23884.991431 kBTU
2018-08-07T01,22178.920614500003 kBTU
2018-08-07T02,22818.6971706875 kBTU
2018-08-07T02,20686.108650062502 kBTU
2018-08-07T02,18020.37299928125 kBTU
2018-08-07T02,16527.56103484375 kBTU
2018-08-07T03,16314.302182781252 kBTU
2018-08-07T03,17273.9670170625 kBTU
2018-08-07T03,17487.225869125003 kBTU
2018-08-07T03,18233.63185134375 kBTU
2018-08-07T04,17700.4847211875 kBTU
2018-08-07T04,18340.261277375 kBTU
2018-08-07T04,18446.89070340625 kBTU
2018-08-07T04,18233.63185134375 kBTU
2018-08-07T05,17807.114147218752 kBTU
2018-08-07T05,17060.708165 kBTU
2018-08-07T05,16420.931608812498 kBTU
2018-08-07T05,16314.302182781252 kBTU
2018-08-07T06,17700.4847211875 kBTU
2018-08-07T06,15674.52562659375 kBTU
2018-08-07T06,14714.8607923125 kBTU
2018-08-07T06,14181.71366215625 kBTU
2018-08-07T07,14501.601940249999 kBTU
2018-08-07T07,15994.4139046875 kBTU
2018-08-07T07,16207.67275675 kBTU
2018-08-07T07,16527.56103484375 kBTU
2018-08-07T08,17913.743573249998 kBTU
2018-08-07T08,18340.261277375 kBTU
2018-08-07T08,18020.37299928125 kBTU
2018-08-07T08,18766.7789815 kBTU
2018-08-07T09,19513.18496371875 kBTU
2018-08-07T09,19299.926111656252 kBTU
2018-08-07T09,17807.114147218752 kBTU
2018-08-07T09,18233.63185134375 kBTU
2018-08-07T10,18020.37299928125 kBTU
2018-08-07T10,18873.40840753125 kBTU
2018-08-07T10,20899.367502125 kBTU
2018-08-07T10,21219.255780218748 kBTU
2018-08-07T11,19833.0732418125 kBTU
2018-08-07T11,20686.108650062502 kBTU
2018-08-07T11,20579.47922403125 kBTU
2018-08-07T11,21752.402910375 kBTU
2018-08-07T12,22818.6971706875 kBTU
2018-08-07T12,22498.80889259375 kBTU
2018-08-07T12,22498.80889259375 kBTU
2018-08-07T12,23458.473726875 kBTU
2018-08-07T13,21859.03233640625 kBTU
2018-08-07T13,21219.255780218748 kBTU
2018-08-07T13,20899.367502125 kBTU
2018-08-07T13,20686.108650062502 kBTU
2018-08-07T14,21859.03233640625 kBTU
2018-08-07T14,21859.03233640625 kBTU
2018-08-07T14,22285.550040531252 kBTU
2018-08-07T14,22498.80889259375 kBTU
2018-08-07T15,22285.550040531252 kBTU
2018-08-07T15,20792.738076093752 kBTU
2018-08-07T15,20366.22037196875 kBTU
2018-08-07T15,21325.88520625 kBTU
2018-08-07T16,19726.44381578125 kBTU
2018-08-07T16,18660.14955546875 kBTU
